TargetUser,NeighborUser,Similarity
10047,38198,0.666560
10047,52291,0.662036
10047,37033,0.651077
10047,35356,0.636939
10047,10484,0.633537
10047,35820,0.631922
10047,38088,0.619887
10047,5941,0.618020
10047,51975,0.613493
10047,12029,0.613456
10047,58134,0.612239
10047,22296,0.611573
10047,55555,0.611331
10047,30780,0.608281
10047,48156,0.602908
10047,58146,0.600706
10047,54972,0.600052
10047,36411,0.599541
10047,12030,0.598631
10047,19383,0.598514
10047,8703,0.598426
10047,26874,0.598376
10047,56606,0.598177
10047,17588,0.597724
10047,1147,0.596873
10047,22546,0.596588
10047,65567,0.596388
10047,34635,0.596076
10047,193,0.595388
10047,51423,0.595007
10047,38105,0.594552
10047,63960,0.593940
10047,60730,0.593357
10047,62163,0.593255
10047,16764,0.592267
10047,66876,0.591255
10047,53969,0.590894
10047,50925,0.590714
10047,28236,0.590656
10047,66846,0.589668
10047,2701,0.589025
10047,32584,0.588527
10047,62298,0.586647
10047,4824,0.586368
10047,13420,0.586289
10047,21391,0.586198
10047,17726,0.585961
10047,60142,0.585568
10047,1819,0.585509
10047,48227,0.584904
